Date,Open,High,Low,Close,Volume
2015-09-21,65.24108768485442,65.62150219030548,64.70850969908884,65.0508804321289,6287490
2015-09-22,65.1650110167236,65.24109276280258,62.578191017382075,62.76839828491211,10651267
2015-09-23,62.76840282220301,64.89872669439855,62.57819554092361,63.83356475830078,10935559
2015-09-24,63.719435808196074,63.79551755569072,60.90437051823739,61.09457778930664,10441768
2015-09-25,61.893457137905116,62.65428637329342,61.20870966512236,61.85541915893555,9736724
2015-09-28,61.24673318753149,61.3228149249682,58.888164499006656,59.19249725341797,13001977
2015-09-29,58.31755461755748,60.63808000680901,58.089303554178,59.9152946472168,12563407
2015-09-30,61.627153006129134,62.5401455436132,60.75219843831899,60.942405700683594,13705713
2015-10-01,61.893434706080065,62.80643294045106,60.1435315816982,60.409820556640625,9038853
2015-10-02,60.94240985085542,62.235822805814955,59.83920997587896,60.371788024902344,8670005
2015-10-05,61.81735397991115,63.68138263959347,61.589102966427255,63.60530090332031,9255056
2015-10-06,63.71943664550781,64.44222196320266,62.42602950710692,63.71943664550781,7576270
2015-10-07,63.79552336130326,65.43130720229377,63.64335985246657,63.90964889526367,10137273
2015-10-08,63.90963222416813,64.48025394045534,63.186847038736694,63.985713958740234,7347543
2015-10-09,64.74654620696575,66.00191520758177,64.55633895852891,65.73562622070312,10293093
2015-10-12,66.15408739663044,67.10512376406139,65.1269692807381,65.58346557617188,7148466
2015-10-13,65.46934038288207,65.58346009370165,63.947682322196044,64.70851135253906,7744803
2015-10-14,64.29006052202195,65.2791406980731,63.909645962720035,64.36614227294922,7719493
2015-10-15,65.01283791366728,66.0779997104077,64.21397091961057,64.6324234008789,8572776
2015-10-16,64.89872406349976,65.62150938119461,63.22489657329618,63.71943664550781,10000742
2015-10-19,63.643361376537136,64.2900650115784,63.300984766456985,63.52923583984375,4197825
2015-10-20,63.87160664525798,64.44222852405896,62.654281131415715,63.52923583984375,9087309
2015-10-21,63.64335585581454,64.51831048834492,62.46406842005637,63.87160110473633,11241657
2015-10-22,63.87160458791559,66.57255038244092,62.806448425529126,66.34429931640625,10063589
2015-10-23,68.39853914412136,69.04524273608826,65.96388247393381,68.1702880859375,15464864
2015-10-26,68.43656961802678,69.65390072205696,67.637702611255,68.51265716552734,7924984
2015-10-27,68.17029113013187,68.81699475097778,67.14317293176885,67.40946197509766,7665556
2015-10-28,67.67574134112655,68.74090316679468,66.99099984324309,68.62677764892578,7275804
2015-10-29,68.39853524537175,68.39853524537175,65.96387871396078,66.61058807373047,8663319
2015-10-30,66.72470958359986,67.75183350979941,66.64862783472054,67.5235824584961,3566295
2015-11-02,67.44750812962448,68.85504095506556,66.83884246229894,68.13225555419922,7458183
2015-11-03,68.24636711767899,68.89307648854181,67.94204012511447,68.66482543945312,4487784
2015-11-04,68.81698677901086,71.21359950067094,68.51265979598396,70.49081420898438,11380492
2015-11-05,70.49080877311013,70.98534878939024,69.61585425271683,70.52884674072266,7890020
2015-11-06,70.37669546403575,72.01247927629512,70.14844440012396,71.28968811035156,6787865
2015-11-09,71.51792314515265,72.24070834443472,69.88213969951683,69.95822143554688,7581821
2015-11-10,70.37669194143767,70.45277369071155,68.70287023875072,69.46369934082031,7196635
2015-11-11,69.7680210333887,70.94730837380042,69.61585754641007,69.84410858154297,5599793
2015-11-12,69.8441099576545,69.95822967280445,68.66482259400772,68.81698608398438,6842479
2015-11-13,68.47462205201592,69.04524390244939,67.86595642302063,68.3604965209961,6075969
2015-11-16,68.47462205201592,69.04524390244939,67.86595642302063,68.3604965209961,6075969
2015-11-17,68.28440689998405,69.15936146409231,68.13224341260215,68.62677764892578,9466416
2015-11-18,68.3985271820479,69.31151964578096,67.75182370318161,69.00718688964844,5686582
2015-11-19,69.12132786835541,69.65391176194744,66.68667688374157,67.14317321777344,10706935
2015-11-20,67.40946628661015,67.56163561014922,66.30626626311614,67.18122100830078,9391096
2015-11-23,67.40946628661015,67.56163561014922,66.30626626311614,67.18122100830078,201000
2015-11-24,67.14317046764285,67.14317046764285,65.2410976498626,65.43130493164062,14315031
2015-11-25,66.07801456791056,66.49647294793317,65.7736817283183,66.11605834960938,6223157
2015-11-26,66.19212693434496,66.9529559795673,66.00191967303935,66.76274871826172,6182697
2015-11-27,66.19212693434496,66.9529559795673,66.00191967303935,66.76274871826172,6182697
2015-11-30,67.06708158693404,68.62677764892578,66.76274880750529,68.62677764892578,10957912
