Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,RSI_14,MACD,MACD_signal,MACD_histogram,BB_upper,BB_middle,BB_lower,BB_width,Rolling_Std_20,Return_1d,Return_5d_lag,Return_10d_lag,SMA_ratio,Price_change_20d,Target
2015-11-05,24.237167007320647,24.30413532719986,24.03068011251046,24.064163208007812,10960578,24.243861770629884,24.461511039733885,24.30524959564209,42.714547200748065,-0.1644250262781383,-0.1619574483943137,-0.0024675778838245,25.173500414810164,24.30524959564209,23.436998776474013,1.736501638336151,0.4454032723233233,-0.0050758939474339,-0.014552328724627,0.0145130454282498,0.9900808923321032,-0.0164234351966704,0
2015-11-06,24.108807412895352,24.114387218544408,23.77954352861035,23.846511840820312,10312448,24.132246017456055,24.35380268096924,24.260324668884277,39.75633002086146,-0.1893503879893572,-0.1674360363133225,-0.0219143516760347,25.125886131499705,24.260324668884277,23.39476320626885,1.7311229252308564,0.4440236615212972,-0.0090446264557859,-0.0146249470958129,-0.0220005368839506,0.98294281574085,-0.036310291307396,1
2015-11-09,23.84651129471584,23.935803085245684,23.42795562744141,23.427955627441406,11291589,23.9268741607666,24.19586734771729,24.189170360565186,34.76944772742753,-0.2401100657478672,-0.1819708422002314,-0.0581392235476357,25.08232387653361,24.189170360565186,23.29601684459676,1.7863070319368504,0.4581780862361739,-0.017552093831284,-0.0228677782333364,-0.0432154177248552,0.968530763073844,-0.057264648226359,1
2015-11-10,23.494924078344525,23.584215869407295,23.21030715960826,23.34424591064453,11419386,23.773962020874023,24.080345344543456,24.12582893371582,33.8548082311236,-0.2838204452091553,-0.2023407628020162,-0.081479682407139,25.068619213228473,24.12582893371582,23.18303865420317,1.885580559025307,0.4836412086681461,-0.0035730696321972,-0.0419900656451114,-0.0631556692104786,0.9676038893743864,-0.0514739224280069,2
2015-11-11,23.472605721856404,23.573059265728325,23.355408501416164,23.45586204528809,9372940,23.627747726440433,23.971520805358885,24.088996028900148,36.262404297670386,-0.3059281967789502,-0.223058249597403,-0.0828699471815472,25.075053046780432,24.088996028900148,23.102939011019863,1.972114035760569,0.5058365771334074,0.0047813124943421,-0.0317129218309113,-0.0471528658810398,0.9737168795722132,-0.0304498287901271,1
2015-11-12,23.467020152877044,23.567473681193903,23.04288468911576,23.12659454345703,10234575,23.44023399353027,23.842047882080077,24.0719744682312,32.503804267944204,-0.3460290769665484,-0.2476524150712321,-0.0983766618953162,25.110734993266124,24.0719744682312,23.033213943196277,2.077521050069848,0.5328729058432199,-0.0140377489087937,-0.0302258850482365,-0.0443383567576488,0.960726947179932,-0.01450678994886,2
2015-11-13,23.115438201814925,23.561899378098506,23.048469876926255,23.4447021484375,13401991,23.35987205505371,23.746059036254884,24.06053419113159,39.074051102630776,-0.3481276889445261,-0.2677474698458909,-0.0803802190986352,25.121401226458797,24.06053419113159,22.999667155804385,2.121734070654412,0.5442133063432348,0.0137550560841421,-0.0389611995416814,-0.0530163411554078,0.9744048890268996,-0.0096650460499643,2
2015-11-16,23.3330845973423,23.545151274441793,23.154501011951005,23.27169609069824,11166668,23.328620147705077,23.62774715423584,24.04211778640747,36.96647910527068,-0.3596056865367352,-0.2861191131840598,-0.0734865733526753,25.14355756574639,24.04211778640747,22.94067800706855,2.202879558677843,0.5650266848635919,-0.0073793241920453,-0.0168498309130057,-0.0393322909497544,0.9679553314498442,-0.0155806987165995,2
2015-11-17,23.467023045899964,23.952547073364254,23.42237821052429,23.952547073364254,12197177,23.45028038024902,23.612121200561525,24.04658260345459,48.69468935562956,-0.3101874502890496,-0.2909327806050578,-0.0192546696839918,25.145807670068265,24.04658260345459,22.947357536840915,2.1984501332273467,0.5638905612074953,0.0292566119810302,-0.0066697896832338,-0.0483797904217071,0.9960894430763386,0.0037420023761078,0
2015-11-18,23.813023971629896,23.88557421030365,23.651184079197098,23.863250732421875,6664632,23.53175811767578,23.579752922058105,24.04769868850708,47.447759106026766,-0.2750579140415183,-0.2877578072923499,0.0126998932508315,25.14613129960967,24.04769868850708,22.949266077404484,2.19686522220519,0.5634840401078175,-0.003728051996678,0.0260578630403456,-0.0064814297642448,0.9923299123764656,0.0009362764773315,1
