Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,RSI_14,MACD,MACD_signal,MACD_histogram,BB_upper,BB_middle,BB_lower,BB_width,Rolling_Std_20,Return_1d,Return_5d_lag,Return_10d_lag,SMA_ratio,Price_change_20d,Target
2015-11-05,64.18645975222825,64.22473843859316,63.11477312507197,63.65061950683594,6227676,62.295692443847656,61.70626373291016,60.2786226272583,65.87219494530987,1.4581075417491007,1.175945947194592,0.2821615945545086,64.51829517076614,60.2786226272583,56.038950083750464,8.479345087015673,2.1749061247844224,-0.0053826533699151,0.0417447362817562,0.1176470549045838,1.0559401780035498,0.053198437272669,0
2015-11-06,63.65061461292642,64.49265360263789,63.19131950283449,63.8037109375,5518733,62.823882293701175,61.93973808288574,60.34177532196045,66.29895098244455,1.5461826840909223,1.2499932945738583,0.2961893895170642,64.74867443627753,60.34177532196045,55.93487620764337,8.813798228634155,2.2606915455562815,0.0024051836706415,0.0518661773986706,0.0770727754910969,1.0573721206754028,0.02019572472936,0
2015-11-09,63.84198664934938,64.91367938360435,63.22959518432618,63.22959518432617,4310532,63.26786880493164,62.0813533782959,60.418324089050294,63.11171259829967,1.5517687020931137,1.3103483760777097,0.2414203260154039,64.9677214392157,60.418324089050294,55.86892673888489,9.098794700330808,2.333791598151635,-0.0089981561375985,0.0431790386236874,0.0379824746872556,1.046530107176299,0.0248137696710935,1
2015-11-10,63.49751501444,63.574066248363295,62.08135707327343,62.311004638671875,4532851,63.39800262451172,62.27655372619629,60.565681266784665,58.283763645633265,1.4651833598250548,1.3413153728271787,0.123867986997876,65.15961522202883,60.565681266784665,55.9717473115405,9.187867910488336,2.356638394494721,-0.0145278574530871,0.0363865732168005,0.0229101131243765,1.028817035248052,0.0496454155924606,2
2015-11-11,62.57891916269209,64.1099068861667,62.42582284489299,63.153038024902344,4534630,63.229593658447264,62.44878997802734,60.78001880645752,61.21285264527295,1.4478193491453837,1.3626161680908198,0.0852031810545639,65.43638668741144,60.78001880645752,56.1236509255036,9.312735761907843,2.388666322601672,0.0135133976913586,0.0105524741666405,0.0323398903477587,1.0390427522900454,0.0728218305428838,2
2015-11-12,63.267861798022295,63.34441302510812,61.35413634821489,61.507232666015625,5697588,62.800916290283205,62.54830436706543,60.91397953033447,53.330799056554056,1.2864263850931934,1.3473782114912944,-0.060951826398101,65.49149923620138,60.91397953033447,56.33645982446757,9.15503941173381,2.348218062231322,-0.0260605888546129,-0.0131579614050537,0.0280374992478429,1.0097391951774506,0.0455431707550515,2
2015-11-13,61.23931464164211,62.5023761811268,60.971394542359974,61.966529846191406,5594258,62.43348007202148,62.62868118286133,61.17233238220215,55.069550556047965,1.18195786768635,1.3142941427303056,-0.1323362750439556,65.35831389130621,61.17233238220215,56.98635087309808,8.371963018208127,2.1473632052847584,0.007467368637275,-0.0336742494798517,0.0164453733215297,1.0129829521461948,0.0909701583805815,2
2015-11-16,61.46896806915998,62.80857482997443,61.12449670728682,62.043087005615234,4302567,62.1961784362793,62.73202362060547,61.447910118103025,55.36804058028665,1.0927468326613834,1.2699846807165214,-0.1772378480551379,65.06217442217473,61.447910118103025,57.833645814031314,7.228528608143421,1.854078467345846,0.0012354598460466,-0.028794267046759,0.0131414628079755,1.009685876807987,0.0974952295645936,2
2015-11-17,62.693746014349585,64.10991003493731,62.61720091987596,63.841983795166016,4747083,62.502374267578126,62.95018844604492,61.7636754989624,61.79131236558395,1.1539009299403349,1.246767930561284,-0.0928670006209493,65.04013364584819,61.7636754989624,58.48721735207662,6.552916293771567,1.680787565108926,0.0289943146992019,-0.0187650763104214,0.016938700083291,1.0336493623382004,0.109780505962989,1
2015-11-18,63.65061326231834,64.87539610566057,63.191318161972234,64.7988510131836,4400895,62.831536865234376,63.03056526184082,62.140680122375485,64.70134967919103,1.2649951041182348,1.250413365272674,0.0145817388455606,64.9602990278058,62.140680122375485,59.32106121694517,5.639237810860635,1.4464339790507723,0.0149880558393618,0.0245699642522529,0.0353817123319408,1.042776662334131,0.1316845258240484,1
