Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,RSI_14,MACD,MACD_signal,MACD_histogram,BB_upper,BB_middle,BB_lower,BB_width,Rolling_Std_20,Return_1d,Return_5d_lag,Return_10d_lag,SMA_ratio,Price_change_20d,Target
2015-11-04,1513.52001953125,1533.949951171875,1512.8900146484375,1529.4300537109375,0,1506.881982421875,1501.829992675781,1481.690496826172,67.5852603674714,17.822029179513265,14.729981356170184,3.0920478233430817,1528.6761030408477,1481.690496826172,1434.7048906114962,93.97121242935144,24.103107417927433,0.0145809832837073,0.0137320171568124,0.0278044181749737,1.0322196551756424,0.0533192219231388,1
2015-11-05,1530.4200439453125,1535.050048828125,1521.1300048828125,1523.25,0,1512.3599853515625,1505.7079956054688,1484.6284973144532,64.8792896574879,18.67693027447831,15.51937113983181,3.1575591346464993,1534.2207021383183,1484.6284973144532,1435.036292490588,99.18440964773026,25.440264290729345,-0.004040756029308,0.0198647933980899,0.0532612232789131,1.0260142539062191,0.0401231897503246,0
2015-11-06,1523.56005859375,1536.5799560546875,1516.5400390625,1526.489990234375,0,1517.8119873046876,1507.697998046875,1486.7659973144532,65.65564859025892,19.392342828837172,16.293965477632884,3.098377351204288,1539.5999843230338,1486.7659973144532,1433.9320103058726,105.6679740171612,27.103263462576013,0.0021270246081568,0.0183105470543087,0.0261238220120456,1.0267183894383347,0.028812325799244,0
2015-11-09,1530.3599853515625,1537.25,1511.550048828125,1511.550048828125,0,1519.6340087890626,1508.2369995117188,1488.2719970703124,59.16141787609865,18.540065682849672,16.743185518676242,1.7968801641734302,1542.11912721875,1488.2719970703124,1434.4248669218748,107.6942602968752,27.62299492710436,-0.0097871204540005,0.0181826738530814,0.0132086532271753,1.0156409929123411,0.0203317024936398,0
2015-11-10,1515.530029296875,1517.8499755859375,1488.18994140625,1499.4000244140625,0,1518.0240234375,1509.4739990234375,1490.2364990234375,54.444857255711504,16.691811661562724,16.732910747253538,-0.0410990856908135,1542.6790692429709,1490.2364990234375,1437.7939288039042,104.88514043906662,26.9024708864734,-0.0080381224713546,0.0060635418234076,0.003578646708265,1.0061490410392109,0.0269089585419415,1
2015-11-11,1504.43994140625,1518.300048828125,1503.1600341796875,1511.4599609375,0,1514.4300048828125,1510.6559936523438,1493.6719970703125,58.02218879505253,16.015575536651113,16.589443705133053,-0.5738681684819404,1542.0673081358827,1493.6719970703125,1445.2766860047425,96.79062213114048,24.826270747851073,0.0080431748213092,-0.0053400955378681,0.0083185913353993,1.0119088822057831,0.0476243014642177,1
2015-11-12,1511.8399658203125,1512.6099853515625,1487.9599609375,1488.4000244140625,0,1507.460009765625,1509.9099975585937,1495.3984985351562,49.94577911293653,13.463708131655268,15.964296590437495,-2.5005884587822305,1540.330689346903,1495.3984985351562,1450.4663077234095,89.8643816234935,23.049727542305757,-0.0152567299957679,-0.0117495355409262,0.0078818557611197,0.9953199938826012,0.0237504243246258,1
2015-11-13,1481.760009765625,1485.56005859375,1469.0,1476.2099609375,0,1497.40400390625,1507.607995605469,1496.590997314453,46.278561928800016,10.338522529819784,14.839141778313955,-4.500619248494171,1538.0203447556712,1496.590997314453,1455.1616498732349,82.85869488243634,21.25280680785215,-0.0081900452006249,-0.0228786972499179,-0.004987071658145,0.9863816925175112,0.0164215317321374,2
2015-11-16,1476.2099609375,1485.6800537109375,1458.52001953125,1479.0400390625,0,1490.902001953125,1505.2680053710938,1497.642999267578,47.246978733804745,7.997958589295422,13.470905140510247,-5.472946551214827,1536.0580771581042,1497.642999267578,1459.227921377052,76.83015578105233,19.706519154672417,0.0019171243927949,-0.0329383288580589,-0.015354561895869,0.9875785082197988,0.0144307538151577,2
2015-11-17,1479.239990234375,1514.3299560546875,1479.239990234375,1513.9300537109375,0,1493.8080078125,1505.916015625,1500.0059997558594,57.43433550076219,8.856287626773792,12.54798163776296,-3.691694010989167,1536.2630261137103,1500.0059997558594,1463.7489733980085,72.51405271570184,18.599462077067955,0.0235896349841568,-0.0215077296255121,-0.0155746008202153,1.0092826655075675,0.032222659732312,1
2015-11-18,1513.9300537109375,1515.2099609375,1504.3800048828125,1514.1800537109375,0,1494.3520263671876,1504.391015625,1503.1105041503906,57.497671473101974,9.447784307114262,11.92794217163322,-2.480157864518958,1532.385265800198,1503.1105041503906,1473.8357425005831,58.549523299614975,15.017635857577575,0.0001651331244711,0.0096905622650986,0.0042987181989193,1.007364428317134,0.0427591191676262,1
2015-11-19,1514.1800537109375,1530.9100341796875,1507.8299560546875,1512.77001953125,0,1499.226025390625,1503.343017578125,1504.5255065917968,56.98267039591696,9.691059215472931,11.480565580401162,-1.7895063649282292,1532.7774108117817,1504.5255065917968,1476.273602371812,56.50380843996936,14.492921067443698,-0.0009312196236054,0.0017996459342199,-0.0099710346105714,1.005479809350743,0.0190640763280112,1
2015-11-20,1512.77001953125,1525.47998046875,1505.93994140625,1521.8699951171875,0,1508.3580322265625,1502.8810180664063,1505.289508056641,59.503648360247006,10.497143772005757,11.28388121872208,-0.7867374467163248,1534.5324415135,1505.289508056641,1476.0465745997817,58.48586691371838,15.001308339102076,0.0060154388760012,0.016373283201726,-0.0068800134375512,1.0110148160681414,0.010142128677032,1
2015-11-23,1521.8699951171875,1521.8699951171875,1509.27001953125,1515.800048828125,0,1515.7100341796877,1503.3060180664063,1505.7715087890624,57.09989334231877,10.524853691848191,11.132075713347303,-0.6072220214991102,1535.3715525162886,1505.7715087890624,1476.1714650618362,59.20008745445239,15.18450204245396,-0.0039884788507149,0.0309305826324937,-0.0030265479280857,1.006660067600248,0.0064003920099287,1
