Date,Target,Price_vs_SMA5,Price_vs_SMA10,Price_vs_SMA20,Price_vs_SMA50,SMA5_trend,SMA20_trend,RSI_14,RSI_7,RSI_oversold,RSI_overbought,RSI_neutral,BB_width,BB_position,BB_squeeze,Volume_ratio,Volume_rank,MACD_histogram,MACD_normalized,Rolling_Std_20,Return_1d,Return_3d,Return_1d_lag1,Return_3d_lag1,Return_5d_lag1,Volatility_5d,Volatility_20d,Volatility_ratio,Daily_range,Gap,Trend_strength
2020-12-08,1,0.8577300255243985,-0.1269237555955489,-2.6686692122862192,-1.0224231714145156,1,-1,47.01088367020993,46.37904800804914,0,0,1,22.787896672155398,0.2726680216438478,0,1.4728680215430263,0.92,-1.1340631716379754,-0.7324664025370801,5.84497216879619,0.023511693563218916,0.003925271789032347,-0.007447815898595667,-0.022971592519247186,-0.020578156970835204,0.013971112992026117,0.011872207465534943,1.17679151350617,0.0376343925637346,-0.15008104209053952,0.3246774350163484
2020-12-09,1,1.4863716451379472,0.8312986559029237,-1.634021953325591,-0.22837804112976778,1,-1,49.541098836359915,52.07890777072741,0,0,1,22.030984800960084,0.3564230140596496,0,0.9013723764599836,0.44,-0.7968043294730132,-0.6468045813146844,5.650828370225522,0.007820252348163415,0.023833273414318956,0.023511693563218916,0.003925271789032347,0.0049114501681932765,0.014229861954996986,0.012041357153248443,1.1817490149902365,0.014063986127081887,0.24439523136330737,0.6551716880465441
2020-12-10,1,0.7374663619317232,0.446101436687344,-1.996892231868287,-0.8335851060307212,1,-1,47.5542550247316,47.311702017809814,0,0,1,21.669079809886057,0.3220764781344163,0,0.9430433874574334,0.52,-0.6192890786463018,-0.6117986411963481,5.55800169863714,-0.006304585962047193,0.025012533172093177,0.007820252348163415,0.023833273414318956,0.007820252348163415,0.01450104914606052,0.011979059349253843,1.2105332082659535,0.02635436464679204,0.33947351081132326,-0.2592605151245393
2020-12-11,1,0.9784649499262518,1.2012646941688756,-1.1015073615957471,-0.06649981204974206,1,-1,50.04374831324611,53.09180859075633,0,0,1,21.364915616387748,0.40063732280811276,0,1.1728158970099416,0.82,-0.38478121183801306,-0.5285328852326457,5.47998522913497,0.0073205148117485574,0.00879761227626119,-0.006304585962047193,0.025012533172093177,0.005397390595027973,0.012636862720329706,0.012065835866748127,1.0473259258527836,0.024224806917909323,-0.7808770391562868,0.5199951171875021
2020-12-14,0,-0.20445522854563605,0.47049885229695126,-1.4774417908367055,-0.6871096122933544,1,-1,47.76482521426264,47.42647595032109,0,0,1,20.19189950315365,0.35940545109419353,0,1.130194320187147,0.76,-0.29687010575294925,-0.49847838208391654,5.179112944428657,-0.006782816033467198,-0.005819617811120503,0.0073205148117485574,0.00879761227626119,0.024826162386490935,0.012475836345272585,0.011298764040641996,1.1041770852454857,0.02731702851086121,1.0174550522058967,-0.8571448034201561
2020-12-15,0,0.8444083363299554,1.6335656099943747,0.2114360898817186,0.6788028110636104,1,-1,52.430634691953415,57.90712918804607,0,0,1,16.35637331997259,0.5247535457245209,0,1.1830100237866459,0.84,-0.057259358468369825,-0.3799487660131641,4.195321236228765,0.013658434829484367,0.014153145834351344,-0.006782816033467198,-0.005819617811120503,0.02551278548871516,0.009188054630557087,0.010581994572978452,0.8682724761567308,0.02406159733671727,0.04877195243557621,0.0799987792968706
2020-12-16,0,1.421938358802723,2.307652825234023,1.3083861522504945,1.6038532867472626,1,-1,55.34547522023318,63.644796102443706,0,0,1,14.308994062507168,0.6747820952479006,0,1.3743331544002575,0.9,0.2119655831377955,-0.22142678760693565,3.6701795370618333,0.009143447837150154,0.015988443770978744,0.013658434829484367,0.014153145834351344,0.01564026241572991,0.009373654579823908,0.009916742843016866,0.9452352176727676,0.01669051049563857,0.6737287936045678,1.0
2020-12-17,0,0.14473437639115935,1.0957071596556973,0.4641779795592646,0.6306479855745681,1,-1,51.5833187980463,54.13060446367277,0,0,1,12.79233512175216,0.5692417405715502,0,0.7085064011283856,0.22,0.24942599269073645,-0.15852946883475916,3.2811647268840782,-0.010014113952357406,0.012683062634837983,0.009143447837150154,0.015988443770978744,0.016973725015365648,0.010422582120887756,0.009849086420182866,1.0582283144078903,0.018304372260345515,0.7630128097195666,-1.0
2020-12-18,1,-0.6660791844675968,0.004870584882247528,-0.22273627938082435,-0.19588300920721485,-1,-1,48.53765696375868,47.09087446872184,0,0,1,11.43293885766542,0.46289230303780227,0,1.2630658571596616,0.86,0.15676568797082752,-0.16242039462669247,2.932486942169479,-0.008670556807245933,-0.009624443384223969,-0.010014113952357406,0.012683062634837983,0.013177297614111128,0.011070253138620154,0.009939157993674357,1.1138019081360482,0.017492740768377025,0.04816291186105031,-0.7777730682829648
2020-12-21,1,-2.997384331928507,-2.8182712341722485,-2.7462055989569594,-2.8849607388028473,-1,-1,40.2840197988676,31.628074046005096,0,0,1,11.311135845262015,0.03892947670443386,0,1.2659248203863354,0.86,-0.24868438194438724,-0.3455972483412613,2.901245128683307,-0.02818282157883567,-0.04625652470871455,-0.008670556807245933,-0.009624443384223969,-0.002906749608846848,0.01676348138297791,0.011549660953527902,1.4514262756654706,0.021249999999999946,-0.8746478010412437,-0.8823529411764715
