Date,Target,Price_vs_SMA5,Price_vs_SMA10,Price_vs_SMA20,Price_vs_SMA50,SMA5_trend,SMA20_trend,RSI_14,RSI_7,RSI_oversold,RSI_overbought,RSI_neutral,BB_width,BB_position,BB_squeeze,Volume_ratio,Volume_rank,MACD_histogram,MACD_normalized,Rolling_Std_20,Return_1d,Return_5d,Return_1d_lag1,Return_3d_lag1,Return_5d_lag1,Volatility_5d,Volatility_20d,Volatility_ratio,Daily_range,Gap,Trend_strength
2024-11-21,0,-0.3618158623148138,-0.49106032232502633,-1.1959538962904939,0.38508808667560224,-1,1,48.812478171928674,44.767908510586935,0,0,1,9.539562116944637,0.25058940293762566,1,0.665584430712032,0.1,-0.5209665145585929,0.3351498725493533,2.446846055089212,0.0032694632753136332,-0.0073936872835899115,-0.0009332383651380338,-0.010628401390880837,0.0,0.010173631657816618,0.01185437053848246,0.8582177876750424,0.016759733675884222,-2.253744057923721e-06,0.5000021192816471
2024-11-22,1,-0.9214463226962523,-1.197328205276298,-2.0248522504921276,-0.4600642438964698,-1,-1,45.61418508895329,38.1752591988416,0,0,1,10.012405458453372,0.09785376975116884,1,0.9973528182825846,0.46,-0.6189018297065205,0.18895252049792133,2.568127813168099,-0.008845437760945374,-0.016173724643844367,0.0032694632753136332,-0.01603302986095767,-0.0073936872835899115,0.010619610561286325,0.011836612700178079,0.8971832423921884,0.023485204994562248,0.5586620860730216,-0.40000000000000246
2024-11-25,2,-1.3972221675390202,-2.012857653542693,-3.0451103238559782,-1.61403318835124,-1,-1,41.597584686497385,30.90856033023364,0,0,1,11.42110328365311,0.0,0,2.586635520358431,0.96,-0.8068137231831578,-0.03866763718079387,2.9294511814891826,-0.012212269349276883,-0.03664682718970502,-0.008845437760945374,-0.006532901982271633,-0.016173724643844367,0.008663502097200168,0.011505689740418384,0.7529754662830961,0.019971454528264973,0.09394597052879648,-0.7619045889024858
2024-11-26,2,-1.3659906890297235,-2.1952343607483114,-3.2258057058631087,-1.9525204869324586,-1,-1,40.27551065831231,28.702143234861353,0,0,1,12.58860934126119,0.0,0,0.6684390398805958,0.08,-0.9401528030238779,-0.2496535106837544,3.2289101667477293,-0.004279608827499226,-0.022865118033567056,-0.012212269349276883,-0.017748715189717545,-0.03664682718970502,0.006153182709414752,0.011291855886061504,0.5449221785596952,0.012893968610032154,-0.7608172607056098,-0.11111236697996663
2024-11-27,2,-0.5483074763456285,-1.5580396631631637,-2.6196425625412805,-1.4261351216574796,-1,-1,42.463628433749385,34.740964283772854,0,0,1,13.451387052331654,0.1149486010118028,0,0.6542151942148258,0.06,-0.9191947067192701,-0.3617966440238036,3.4502079803026984,0.004775540746060125,-0.01728166013345145,-0.004279608827499226,-0.025139636615658212,-0.022865118033567056,0.007405854319420479,0.011047304103378596,0.6703766140696304,0.012595028390486354,-0.42979737507773735,0.9622617608107267
2024-11-28,2,0.9656340118994069,-0.05622752782786237,-1.2111254758486945,-0.000938386525693071,-1,-1,48.37101043299449,49.27647768959705,0,0,1,13.628948411305203,0.32441841227177387,0,0.8714703034627272,0.3,-0.6895704165087545,-0.30959097510268463,3.495751507921119,0.013783261562271054,-0.006983228080591153,0.004775540746060125,-0.011742581743617975,-0.01728166013345145,0.010598240217896513,0.011550972860905272,0.9175192726637493,0.014064697407772955,0.28516883693328476,0.6000061035156177
2024-11-29,2,1.1161545497173535,0.3002427944310758,-0.8624697364924189,0.29177377846788904,1,-1,49.33684120767648,51.45159644746208,0,0,1,13.487198206488642,0.3737994955674229,0,1.2456409563584445,0.78,-0.47978292845420767,-0.23730910600873886,3.459393347534763,0.002344112163414014,0.004227345091788015,0.013783261562271054,0.014265309899181178,-0.006983228080591153,0.009770389919068265,0.011161622734127187,0.8753556854412251,0.011225415632493543,-0.6094720554323861,0.5000063578449543
2024-12-02,2,1.79612686526243,1.6527388269141623,0.5526929755554926,1.5707114410273548,1,-1,54.307690292380116,61.77762642146298,0,0,1,11.813476752111626,0.5921806528149122,0,1.0473233510625184,0.58,-0.16385305299546196,-0.054231345713783685,3.0300928526319444,0.012628649615396448,0.02948168803154161,0.002344112163414014,0.02101239520856546,0.004227345091788015,0.0074990235375742694,0.010419269871823119,0.71972639444285,0.02725170390985854,-0.6080424742393824,0.5254253068571522
2024-12-03,1,2.2727313320479543,2.8523299159508806,2.04698548929621,3.009611660762425,1,-1,59.25120628546428,70.25281364794624,0,0,1,11.073248291092,0.8640334305064458,1,1.0329655386424987,0.56,0.225776717612156,0.23015657451060467,2.8402282584810834,0.014318742947548868,0.048710643017022104,0.012628649615396448,0.028992407829653954,0.02948168803154161,0.005586988558014444,0.010904953621356787,0.5123349215417676,0.013661201806095756,0.04619299044370705,1.0
2024-12-04,2,0.7769807203710009,1.8747896695407742,1.285233913705461,2.181491543116062,1,-1,55.6926982651873,61.524704852351675,0,0,1,10.828416668262378,0.7336671450920713,1,0.8191832619407614,0.28,0.3603403485245564,0.37036292193877635,2.7774302722488167,-0.007741455404853714,0.03564632511740462,0.014318742947548868,0.02953592270199068,0.048710643017022104,0.00962060174857196,0.010670892114318124,0.9015742681591831,0.010555314897578298,-0.04554536972446978,-0.8260898409770815
